         16595716 function calls (16555956 primitive calls) in 4.772 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/target_extension.py:13(_TargetRegistry)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/compiler.py:515(Compiler)
        4    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/special/_multiufuncs.py:69(_override_ufunc_default_kwargs)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/logging/__init__.py:1830(RootLogger)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/computation/engines.py:124(PythonEngine)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/npytypes.py:282(NumpyFlatType)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/values.py:774(GlobalValue)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/misc.py:336(SliceType)
        3    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/ma/core.py:3509(shape)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/_utils.py:62(_HasMetadata)
        2    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/binding/common.py:27(_is_shutting_down)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/numbers.py:37(Number)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/dateutil/parser/_parser.py:1589(ParserError)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/sparse/csr.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/_config/config.py:835(is_type_factory)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/untyped_passes.py:548(__init__)
        3    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/lib/_function_base_impl.py:5285(_delete_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/np/ufunc/dufunc.py:154(DUFuncLowerer)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_multivariate.py:3705(ortho_group_gen)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/np/ufunc/parallel.py:36(get_thread_count)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/caching.py:785(FunctionCache)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typed_passes.py:871(PreLowerStripPhis)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typing/builtins.py:21(Print)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/gzip.py:129(_WriteBufferStream)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/untyped_passes.py:622(__init__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/instructions.py:418(CastInstr)
        2    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/sysconfig/__init__.py:109(_get_implementation)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typing/templates.py:1302(BaseRegistryLoader)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/untyped_passes.py:281(__init__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/yaml/constructor.py:16(ConstructorError)
        3    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/computation/expr.py:271(disallow)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typed_passes.py:296(__init__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_shgo_lib/_vertex.py:165(VertexVectorField)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/target_extension.py:32(target_override)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/binding/executionengine.py:227(_ObjectCacheRef)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/_exceptions.py:31(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/containers.py:361(StarArgTuple)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/scalars.py:257(IntEnumMember)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/misc.py:117(VarArg)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/untyped_passes.py:568(__init__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/binding/executionengine.py:298(_ObjectCacheData)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/yaml/tokens.py:89(TagToken)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_constraints.py:227(Bounds)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/_lib/array_api_compat/common/_typing.py:72(HasShape)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/nanops.py:98(bottleneck_switch)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/untyped_passes.py:745(__init__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/colorama/ansi.py:36(AnsiCursor)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/internals/blocks.py:2684(NDArrayBackedExtensionBlock)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/values.py:701(DIToken)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_multivariate.py:7252(normal_inverse_gamma_frozen)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/_lib/array_api_compat/common/_aliases.py:189(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/datamodel/models.py:1018(CharSeq)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_optimize.py:61(MemoizeJac)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/containers.py:961(StructRefPayload)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/_lib/array_api_compat/common/_typing.py:63(NestedSequence)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_new_distributions.py:336(_median_formula)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/errors/__init__.py:311(NumbaUtilError)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/untyped_passes.py:189(__init__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typing/builtins.py:763(NPTimedeltaAttribute)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/arrayprint.py:1300(IntegerFormat)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/integrate/_ivp/base.py:233(DenseOutput)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/misc.py:541(UnicodeType)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/values.py:789(GlobalVariable)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/instructions.py:846(FilterClause)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_numdiff.py:863(_Fun_Wrapper)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/indexing.py:110(_IndexSlice)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/ssa.py:36(_CacheListVars)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/extending.py:570(BoundLiteralArgs)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/zeros.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/resample.py:1866(DatetimeIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/funcdesc.py:212(ExternalFunctionDescriptor)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/containers.py:52(BaseContainerIterator)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/types.py:654(LiteralStructType)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/pathlib/_local.py:851(WindowsPath)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/yaml/tokens.py:31(StreamStartToken)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_hypotests.py:1188(BoschlooExactResult)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/compiler_machinery.py:18(SimpleTimer)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/ctypes/_endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/object_mode_passes.py:69(__init__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/base.py:148(NoNewAttributesMixin)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/instructions.py:639(InsertElement)
        1    0.000    0.000    0.000    0.000 <frozen importlib.util>:168(_LazyModule)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_multivariate.py:3675(special_ortho_group_frozen)
        5    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/platform.py:920(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_discrete_distns.py:2011(nchypergeom_wallenius_gen)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distn_infrastructure.py:591(rv_discrete_frozen)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/yaml/nodes.py:2(Node)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/f2py/auxfuncs.py:617(throw_error)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/io/parsers/readers.py:477(_Fwf_Defaults)
        4    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distribution_infrastructure.py:4330(_shift_scale_distribution_function_2arg)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typed_passes.py:185(AnnotateTypes)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/generators.py:301(LowerYield)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/traceback.py:974(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/pathlib/_local.py:462(PurePosixPath)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/codegen.py:1360(JITCPUCodegen)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typing/builtins.py:1145(IndexValueType)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/binding/value.py:479(_OperandsIterator)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/interpolate/_ndgriddata.py:20(NearestNDInterpolator)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/integrate/_ivp/radau.py:549(RadauDenseOutput)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_lsq/least_squares.py:255(_WrapArgsKwargs)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/io/formats/format.py:1672(_Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/instructions.py:719(InsertValue)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/enum.py:795(__iter__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/event.py:296(RecordingListener)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/generators.py:212(GeneratorLower)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_trustregion_dogleg.py:38(DoglegSubproblem)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/io/json/_json.py:295(FrameWriter)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/cpu.py:290(CPUTargetOptions)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/rewrites/ir_print.py:5(RewritePrintCalls)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/npytypes.py:634(NumPyRandomGeneratorType)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/uuid.py:81(SafeUUID)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/zipfile/__init__.py:701(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_dual_annealing.py:384(LocalSearchWrapper)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/cgutils.py:225(ValueStructProxy)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distribution_infrastructure.py:485(_IntegerInterval)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/pylowering.py:24(_Undefined)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typing/builtins.py:656(StaticGetItemClass)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/base.py:1213(_wrap_missing_loc)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/function_type.py:97(UndefinedFunctionType)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/special/_basic.py:2819(_range_prod)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/untyped_passes.py:436(__init__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typing/builtins.py:112(PairFirst)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/instructions.py:483(LoadAtomicInstr)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/untyped_passes.py:1722(__init__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/collections/__init__.py:1070(__setitem__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/datamodel/models.py:400(EphemeralArrayModel)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/ma/core.py:7054(_frommethod)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/caching.py:229(InTreeCacheLocatorFsAgnostic)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/misc.py:160(CPointer)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/parfors/parfor.py:124(internal_prange)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/argparse.py:203(_Section)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/argparse.py:1714(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/datamodel/models.py:757(PairModel)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/unittest/signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/callwrapper.py:91(PyCallWrapper)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/pythonapi.py:108(EnvironmentManager)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_nonlin.py:1289(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/charset_normalizer/md.py:202(SuspiciousRange)
        1    0.000    0.000    0.000    0.000 /home/gavin/Documents/MAY/june_zero/world_specific_code/household_distributors/household_manager.py:12(HouseholdManager)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/object_mode_passes.py:64(ObjectModeBackEnd)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/io/formats/info.py:823(_DataFrameTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/untyped_passes.py:1741(__init__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typeinfer.py:198(ArgConstraint)
        4    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:964(_sort_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/warnings.py:420(WarningMessage)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pytz/__init__.py:372(_CountryNameDict)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typing/templates.py:398(CallableTemplate)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/errors/__init__.py:572(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typing/builtins.py:855(TypeRefAttribute)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/functions.py:584(ObjModeDispatcher)
        2    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:3864(_std_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/importlib/abc.py:52(MetaPathFinder)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/removerefctpass.py:11(_MarkNrtCallVisitor)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/urllib/parse.py:323(DefragResult)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/postproc.py:16(GeneratorInfo)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_covariance.py:618(CovViaPSD)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/computation/ops.py:549(MathCall)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typed_passes.py:863(__init__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/instructions.py:531(AllocaInstr)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/yaml/tokens.py:17(DirectiveToken)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_trustregion_constr/minimize_trustregion_constr.py:26(HessianLinearOperator)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/binding/value.py:490(_IncomingBlocksIterator)
        5    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:3185(_min_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/_typing.py:282(ReadBuffer)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/threading.py:1320(Timer)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/parfors/parfor.py:5237(ReduceInfer)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/binding/module.py:255(_TypesIterator)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/instructions.py:749(Unreachable)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_optimize.py:1152(_LineSearchError)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/_lib/array_api_compat/common/_linalg.py:41(SlogdetResult)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typing/builtins.py:1045(Enumerate)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/iterators.py:56(EnumerateType)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/io/formats/printing.py:499(PrettyDict)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/withcontexts.py:155(_ObjModeContextType)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/callconv.py:917(ErrorModel)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typing/builtins.py:1122(DeferredAttribute)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/datamodel/models.py:341(MemInfoModel)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/logging/__init__.py:778(Filter)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/util/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/ipaddress.py:24(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/io/parsers/python_parser.py:1319(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/argparse.py:752(Action)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/_ufunc_config.py:355(_unspecified)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/compiler.py:340(_EarlyPipelineCompletion)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/io/formats/info.py:673(_SeriesInfoPrinter)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pytz/__init__.py:313(_CountryTimezoneDict)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/_typing.py:303(WriteExcelBuffer)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/argparse.py:994(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/yaml/dumper.py:27(SafeDumper)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/untyped_passes.py:115(__init__)
